,assistsPg,blocksPg,defRebsPg,efficiency,fgaPg,fgmPg,fgpct,foulsPg,ftaPg,ftmPg,ftpct,games,gamesStarted,minsPg,offRebsPg,pointsPg,rebsPg,stealsPg,tpaPg,tpmPg,tppct,turnoversPg,playerId
64,0.2,0.18,0.8,2.5,1.941,0.765,39.4,0.47,0.471,0.471,100.0,17,0,9.2,0.4,2.3,1.2,0.12,1.294,0.294,22.7,0.24,1630253
65,4.0,0.52,2.2,13.6,11.64,5.36,46.0,1.2,2.28,1.92,84.2,25,3,25.8,0.3,13.6,2.5,0.96,2.52,0.92,36.5,1.28,201565
66,0.7,0.97,3.2,10.7,3.382,2.059,60.9,2.12,1.324,0.912,68.9,34,2,20.3,2.2,5.1,5.4,0.76,0.412,0.088,21.4,0.59,201959
67,2.2,0.27,4.1,13.0,10.091,4.182,41.4,2.07,2.523,2.182,86.5,44,5,25.8,0.4,12.6,4.5,0.68,4.955,2.023,40.8,1.0,202692
68,0.7,2.19,4.2,12.8,3.519,2.167,61.6,2.72,1.093,0.759,69.5,54,31,23.8,2.3,5.1,6.5,1.02,0.037,0.0,0.0,1.09,203457
69,1.5,0.17,3.1,10.7,8.333,3.667,44.0,2.2,0.704,0.63,89.5,54,53,28.9,0.2,10.4,3.3,0.78,5.87,2.389,40.7,0.7,203493
70,0.0,0.75,1.5,4.0,1.0,0.75,75.0,0.0,0.5,0.25,50.0,4,0,6.5,0.3,1.8,1.8,0.25,0.0,0.0,0.0,0.0,203658
71,3.4,0.17,2.4,10.9,10.788,4.75,44.0,1.85,1.923,1.327,69.0,52,52,25.3,1.2,11.3,3.6,0.77,1.769,0.5,28.3,1.75,203901
72,6.0,0.25,9.2,27.2,18.283,8.45,46.2,3.17,6.083,4.9,80.5,60,60,37.5,1.3,24.0,10.5,0.97,5.283,2.2,41.6,3.47,203944
73,0.6,0.08,0.8,3.0,2.708,1.0,36.9,1.58,0.667,0.333,50.0,24,4,10.9,0.2,3.1,1.0,0.63,1.583,0.75,47.4,0.42,1628373
74,0.5,0.16,1.3,3.9,3.632,1.447,39.9,0.97,0.474,0.368,77.8,38,0,11.9,0.3,4.2,1.6,0.29,2.289,0.895,39.1,0.42,1628995
75,0.5,1.45,4.5,15.8,5.677,3.71,65.3,2.77,1.71,0.839,49.1,31,29,27.5,3.6,8.3,8.1,1.13,0.0,0.0,0.0,0.84,1629011
76,0.1,0.0,0.1,-0.3,0.643,0.071,11.1,0.29,0.0,0.0,0.0,14,0,2.2,0.0,0.1,0.1,0.0,0.571,0.0,0.0,0.07,1629033
77,0.0,0.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.5,0.5,100.0,4,0,2.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1629607
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1629619
79,3.0,0.26,4.7,16.1,14.623,6.541,44.7,2.64,3.967,2.951,74.4,61,61,34.4,1.0,17.6,5.7,0.74,3.934,1.525,38.8,2.02,1629628
80,0.5,0.22,1.8,4.9,3.353,1.627,48.5,0.92,0.431,0.314,72.7,51,0,11.1,0.4,4.0,2.2,0.24,1.392,0.412,29.6,0.41,1630167
81,2.1,0.2,1.8,9.8,9.304,3.643,39.2,1.77,2.804,2.5,89.2,56,3,19.5,0.4,11.7,2.2,0.46,4.821,1.875,38.9,0.89,1630193
82,3.4,0.93,5.7,17.9,12.857,5.786,45.0,1.71,0.786,0.643,81.8,28,28,27.9,1.0,14.2,6.7,0.89,5.429,2.0,36.8,1.04,201143
83,0.8,0.31,3.2,9.9,7.629,3.4,44.6,1.54,1.029,0.943,91.7,35,0,18.4,0.5,9.7,3.7,0.23,5.257,1.943,37.0,0.6,203488
84,0.8,0.73,4.1,13.6,6.0,3.867,64.4,1.67,2.0,1.467,73.3,15,0,18.8,2.3,9.2,6.4,0.53,0.133,0.0,0.0,1.4,1628396
85,5.9,0.66,4.2,23.6,16.143,8.2,50.8,2.0,6.543,5.286,80.8,35,35,33.7,0.5,23.7,4.7,0.77,4.857,2.029,41.8,3.03,1628983
86,1.8,0.25,2.8,9.3,8.75,4.0,45.7,0.9,0.75,0.5,66.7,20,9,24.0,0.6,10.0,3.4,0.7,4.3,1.45,33.7,1.7,1629004
87,2.2,0.23,2.9,10.7,5.95,3.133,52.7,2.1,0.95,0.55,57.9,60,11,21.2,1.3,7.6,4.2,0.75,1.683,0.75,44.6,1.05,1629026
88,1.5,0.55,6.6,13.3,12.068,4.841,40.1,1.05,2.75,1.977,71.9,44,44,31.2,0.8,13.2,7.4,0.59,5.273,1.523,28.9,1.98,1629647
89,0.2,1.06,5.0,13.7,6.0,3.258,54.3,2.13,3.032,1.903,62.8,31,20,20.3,3.3,8.4,8.3,0.65,0.0,0.0,0.0,0.97,1629650
90,1.6,0.39,3.0,11.2,12.0,4.826,40.2,2.5,3.022,2.239,74.1,46,46,29.7,0.7,14.0,3.7,0.96,6.152,2.13,34.6,1.48,1629652
91,0.8,0.2,2.2,6.8,4.4,2.1,47.7,1.4,2.1,1.7,81.0,10,0,16.5,1.2,5.9,3.4,0.6,0.5,0.0,0.0,1.4,1629658
92,3.7,0.15,2.4,10.4,8.481,3.556,41.9,1.74,0.926,0.667,72.0,27,1,24.1,0.4,9.8,2.8,0.59,5.148,2.037,39.6,1.41,1629660
93,1.9,0.67,4.1,12.2,7.02,3.51,50.0,2.71,1.959,1.408,71.9,49,26,23.7,1.6,9.0,5.7,0.84,1.673,0.571,34.1,1.86,1629676
94,3.5,0.13,3.1,9.5,9.222,3.426,37.1,2.11,1.907,1.407,73.8,54,38,27.7,0.4,9.9,3.5,0.89,4.704,1.648,35.0,2.13,1630177
95,2.0,1.11,4.0,7.8,8.568,2.811,32.8,1.22,0.811,0.649,80.0,37,20,23.4,0.7,7.5,4.7,0.43,4.595,1.216,26.5,1.97,1630197
96,1.3,0.0,1.9,1.4,3.214,0.643,20.0,1.5,2.071,1.214,58.6,14,0,12.4,0.1,2.6,2.0,0.0,1.429,0.143,10.0,1.14,1630221
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1630466
98,3.2,0.08,1.2,9.1,10.692,4.385,41.0,0.92,2.462,2.231,90.6,13,0,23.4,0.2,12.1,1.4,0.54,2.538,1.077,42.4,1.69,101150
99,1.4,0.18,3.8,13.1,9.5,4.05,42.6,2.05,3.45,3.225,93.5,40,4,23.9,0.3,13.5,4.1,0.55,5.275,2.15,40.8,0.95,201568
100,1.3,0.25,2.0,7.4,3.675,1.9,51.7,1.55,0.275,0.275,100.0,40,18,21.0,0.4,5.5,2.4,0.23,2.45,1.4,57.1,0.45,203503
101,1.0,0.17,2.2,5.9,4.373,1.627,37.2,1.66,0.576,0.424,73.5,59,11,21.2,0.6,4.7,2.8,0.75,3.169,1.051,33.2,0.59,203524
102,0.8,2.19,9.8,27.0,11.269,6.808,60.4,2.31,3.654,2.115,57.9,52,52,30.5,4.9,15.7,14.7,0.73,0.0,0.0,0.0,1.19,203991
103,3.2,0.26,3.2,15.0,12.0,5.457,45.5,2.23,0.971,0.886,91.2,35,18,28.6,0.5,14.7,3.7,0.91,6.971,2.914,41.8,1.17,203992
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1627739
105,1.4,1.0,5.6,20.9,12.745,6.98,54.8,3.18,3.216,2.686,83.5,51,51,30.0,2.1,17.9,7.7,0.49,3.275,1.235,37.7,1.27,1628381
106,0.3,0.11,1.9,2.7,1.037,0.444,42.9,0.74,0.667,0.444,66.7,27,0,6.7,0.5,1.3,2.4,0.07,0.074,0.0,0.0,0.67,1628981
107,3.6,0.25,2.8,13.1,10.7,4.633,43.3,2.4,0.967,0.767,79.3,60,45,31.4,0.6,12.2,3.4,1.23,5.733,2.117,36.9,1.17,1628989
108,9.6,0.2,3.3,24.4,17.815,7.648,42.9,1.85,8.815,7.704,87.4,54,54,34.2,0.6,25.3,3.9,0.89,6.389,2.278,35.7,4.22,1629027
109,1.9,0.0,1.2,4.9,4.561,1.805,39.6,0.83,0.951,0.634,66.7,41,3,12.7,0.2,5.0,1.4,0.34,2.146,0.732,34.1,0.68,1629164
110,1.3,0.35,3.2,9.9,10.115,3.692,36.5,2.62,3.154,2.577,81.7,26,21,28.8,0.8,11.2,4.0,1.27,4.846,1.269,26.2,1.31,1629629
111,2.1,0.5,4.3,17.2,11.15,5.6,50.2,2.65,3.75,3.25,86.7,20,18,31.3,0.8,16.0,5.1,0.9,4.35,1.55,35.6,1.35,1629631
112,0.2,0.63,2.0,6.3,2.605,1.605,61.6,2.0,1.184,0.737,62.2,38,3,11.2,1.1,3.9,3.1,0.42,0.053,0.0,0.0,0.47,1630168
113,0.8,0.0,0.6,3.5,2.63,1.037,39.4,0.48,0.926,0.815,88.0,27,0,7.4,0.3,3.3,0.9,0.44,1.074,0.37,34.5,0.26,1630219
114,0.2,0.26,1.2,3.7,2.889,1.074,37.2,0.74,1.519,1.222,80.5,27,0,8.3,0.8,3.6,2.0,0.3,0.926,0.185,20.0,0.56,1630233
115,0.8,0.91,5.7,12.6,4.207,2.466,58.6,2.98,3.0,1.724,57.5,58,5,17.4,2.7,6.7,8.4,0.45,0.276,0.069,25.0,1.71,2730
116,0.7,0.33,1.0,1.3,2.0,0.0,0.0,1.67,0.0,0.0,0.0,3,0,13.3,1.0,0.0,2.0,1.0,1.333,0.0,0.0,0.67,201229
117,1.3,0.75,1.5,6.3,5.0,2.5,50.0,1.0,1.25,0.75,60.0,4,2,19.8,0.5,6.3,2.0,0.25,1.0,0.5,50.0,1.25,201588
118,1.7,0.85,2.9,11.5,7.831,3.288,42.0,1.85,0.593,0.458,77.1,59,59,28.3,0.8,9.6,3.7,1.32,6.186,2.559,41.4,1.02,201980
119,3.6,0.88,6.2,23.2,15.157,7.863,51.9,2.02,3.471,3.078,88.7,51,51,33.1,1.0,20.2,7.2,0.9,3.451,1.392,40.3,1.88,202699
120,0.7,0.17,2.3,5.2,4.171,1.561,37.4,1.54,0.293,0.195,66.7,41,11,17.6,0.2,4.4,2.5,0.51,3.195,1.098,34.4,0.44,203118
121,2.8,0.17,1.9,11.1,9.851,4.404,44.7,1.7,1.426,1.277,89.6,47,47,28.9,0.2,12.1,2.1,0.77,4.787,2.0,41.8,1.21,203552
122,3.1,1.41,8.8,32.8,18.415,9.439,51.3,2.39,11.659,9.927,85.1,41,41,32.1,2.3,30.0,11.1,1.0,3.122,1.171,37.5,3.17,203954
123,7.1,0.65,6.0,21.6,10.438,5.688,54.5,3.06,5.521,3.396,61.5,48,48,33.3,1.7,14.8,7.7,1.6,0.208,0.063,30.0,3.31,1627732
124,1.3,0.17,1.8,8.0,7.83,3.191,40.8,1.17,1.681,1.234,73.4,47,9,19.7,0.3,9.5,2.1,0.94,4.915,1.872,38.1,0.89,1627788
125,3.0,0.25,1.8,11.2,10.981,4.923,44.8,2.15,2.904,2.423,83.4,52,3,24.0,0.6,13.4,2.4,0.63,3.308,1.135,34.3,1.79,1629003
126,0.9,1.02,1.5,6.6,3.684,1.509,41.0,1.96,0.281,0.14,50.0,57,7,20.1,0.5,3.8,2.0,1.54,2.175,0.649,29.8,0.42,1629680
127,0.4,0.0,0.6,2.5,0.727,0.364,50.0,0.36,1.273,1.091,85.7,11,0,3.6,0.1,2.0,0.7,0.09,0.273,0.182,66.7,0.18,1629730
128,1.6,0.18,1.4,6.5,6.843,3.059,44.7,1.22,0.98,0.843,86.0,51,6,14.8,0.2,7.4,1.6,0.37,1.647,0.431,26.2,0.65,1630178
129,0.3,0.39,1.0,3.5,2.611,1.278,48.9,1.0,0.222,0.056,25.0,18,0,6.4,0.8,2.6,1.8,0.28,0.333,0.0,0.0,0.44,1630194
130,0.5,0.13,0.7,2.6,3.031,1.0,33.0,0.84,0.5,0.375,75.0,32,1,9.2,0.2,3.2,0.9,0.25,2.375,0.781,32.9,0.22,1630198
131,0.6,0.0,0.2,3.2,1.4,0.8,57.1,0.0,1.4,1.0,71.4,5,0,4.2,0.6,2.8,0.8,0.0,0.4,0.2,50.0,0.0,1630222
132,2.3,0.46,3.1,13.0,13.391,5.522,41.2,1.91,3.0,2.609,87.0,46,2,29.3,0.3,15.6,3.4,1.02,5.739,1.935,33.7,1.61,203082
133,4.2,0.55,3.2,10.3,8.71,3.387,38.9,2.61,2.581,1.581,61.3,31,25,25.8,1.3,8.8,4.5,0.81,1.968,0.484,24.6,2.23,203487
134,1.7,0.0,4.7,10.3,8.333,3.0,36.0,1.33,1.667,1.667,100.0,3,0,22.0,0.0,8.0,4.7,1.33,3.0,0.333,11.1,0.0,203490
135,1.5,0.18,3.0,10.7,6.051,2.872,47.5,2.08,2.077,1.692,81.5,39,35,24.3,1.1,8.6,4.1,0.82,2.59,1.128,43.6,0.85,203516
136,2.3,0.43,0.9,8.1,9.286,3.429,36.9,1.86,4.0,3.286,82.1,7,6,25.6,0.4,11.4,1.3,0.43,2.571,1.286,50.0,1.14,203914
137,1.9,0.07,1.6,5.4,4.964,1.929,38.8,1.64,0.821,0.679,82.6,28,5,19.6,0.1,5.6,1.7,0.46,2.893,1.071,37.0,1.14,1626184
138,5.4,0.25,2.5,12.3,13.0,5.125,39.4,2.25,2.375,2.125,89.5,8,8,26.9,0.6,12.9,3.1,1.0,2.0,0.5,25.0,2.25,1628365
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628371
140,1.2,0.07,2.7,8.5,9.593,3.831,39.9,1.49,2.153,1.814,84.3,59,39,25.1,0.3,10.4,3.0,0.56,2.966,0.915,30.9,0.64,1628407
141,0.5,1.0,3.3,9.3,5.771,2.743,47.5,1.74,1.029,0.657,63.9,35,1,13.1,1.4,6.9,4.7,0.17,2.257,0.8,35.4,0.66,1628964
142,1.8,0.92,5.8,20.5,9.846,5.692,57.8,2.31,3.769,2.692,71.4,13,10,28.1,3.0,14.5,8.8,1.15,1.308,0.385,29.4,1.46,1628976
143,0.6,0.6,1.2,5.2,3.0,1.2,40.0,1.4,1.6,1.4,87.5,5,0,13.2,0.6,4.4,1.8,0.2,2.0,0.6,30.0,0.4,1629606
144,2.2,0.5,3.1,9.8,6.857,2.762,40.3,1.07,0.881,0.667,75.7,42,16,24.9,1.0,7.2,4.1,0.95,2.976,0.976,32.8,0.79,1629643
145,1.5,1.5,2.3,10.0,2.0,1.25,62.5,1.0,2.75,1.75,63.6,4,0,14.0,2.0,4.3,4.3,0.75,0.0,0.0,0.0,0.5,1629743
146,0.1,0.14,0.7,3.7,4.0,1.571,39.3,1.14,1.0,0.857,85.7,7,0,10.4,0.0,4.9,0.7,0.71,2.286,0.857,37.5,0.29,1629962
147,4.2,0.44,3.6,12.3,11.176,4.324,38.7,2.06,2.353,1.941,82.5,34,21,26.6,0.9,11.6,4.5,0.68,3.5,1.059,30.3,1.91,1630175
148,1.6,0.29,3.4,8.8,8.643,3.714,43.0,1.5,1.786,1.071,60.0,14,1,22.6,0.6,9.1,4.0,0.86,2.5,0.643,25.7,1.5,1630181
149,10.9,0.35,9.5,27.6,18.942,8.327,44.0,2.83,6.308,3.942,62.5,52,52,35.6,1.7,21.9,11.2,1.31,4.115,1.308,31.8,5.04,201566
150,0.8,0.61,1.9,10.5,5.78,3.627,62.8,1.63,1.966,1.373,69.8,59,9,19.8,2.0,8.7,3.9,0.24,0.305,0.085,27.8,1.07,201577
151,4.2,0.26,2.8,9.2,6.194,2.548,41.1,1.29,0.742,0.387,52.2,31,1,20.2,0.5,5.8,3.3,0.65,1.032,0.355,34.4,1.0,202397
152,0.9,0.23,2.7,10.7,8.318,3.432,41.3,2.45,1.977,1.75,88.5,44,5,24.6,0.3,11.7,3.0,0.59,7.477,3.045,40.7,0.59,202722
153,4.7,0.38,3.7,26.4,22.62,10.92,48.3,2.34,7.78,7.0,90.0,50,50,35.5,1.1,31.1,4.8,1.2,6.42,2.24,34.9,3.3,203078
154,0.9,1.07,3.0,10.2,4.705,2.977,63.3,2.11,2.068,1.273,61.5,44,27,16.1,1.2,7.3,4.2,0.3,0.386,0.091,23.5,1.0,203458
155,2.2,0.08,1.9,9.2,6.943,3.189,45.9,1.6,1.075,0.906,84.2,53,11,20.9,0.4,8.3,2.3,1.15,2.623,0.981,37.4,0.85,203526
156,1.5,0.8,4.3,18.0,9.1,5.9,64.8,3.1,2.4,1.6,66.7,10,10,27.1,1.8,14.3,6.1,0.4,2.1,0.9,42.9,1.1,1628418
157,0.7,0.0,3.4,5.9,5.286,2.0,37.8,1.43,1.571,1.286,81.8,7,0,17.3,0.4,5.7,3.8,0.43,1.571,0.429,27.3,1.29,1628990
158,1.5,0.09,4.8,13.6,11.17,5.213,46.7,2.17,3.0,2.277,75.9,47,47,31.7,0.9,13.5,5.7,0.83,2.489,0.787,31.6,1.3,1629060
159,0.6,0.22,1.3,3.0,2.108,0.811,38.5,1.59,0.216,0.135,62.5,37,8,11.3,0.5,2.1,1.8,0.3,1.243,0.351,28.3,0.57,1629067
160,0.4,2.0,4.1,15.8,7.0,4.6,65.7,1.4,3.3,2.0,60.6,10,0,17.6,2.1,11.2,6.2,0.6,0.0,0.0,0.0,0.9,1629655
161,0.5,0.11,1.2,5.7,3.868,1.604,41.5,1.7,1.434,1.283,89.5,53,22,17.2,0.3,5.7,1.5,0.49,3.189,1.245,39.1,0.17,1629726
162,1.2,0.28,4.4,8.9,5.778,2.407,41.7,2.59,0.833,0.537,64.4,54,32,23.3,0.4,6.3,4.8,0.59,3.111,0.981,31.5,0.61,1630166
163,0.6,0.06,0.5,2.3,1.722,0.722,41.9,0.44,0.333,0.278,83.3,18,0,5.1,0.0,2.2,0.5,0.11,0.889,0.444,50.0,0.06,1630216
164,0.3,0.11,1.3,3.0,1.368,0.579,42.3,0.63,0.263,0.211,80.0,19,1,6.1,0.6,1.5,1.9,0.26,0.737,0.158,21.4,0.26,1630264
165,1.7,0.7,3.4,12.0,6.872,3.34,48.6,2.0,1.809,1.277,70.6,47,34,21.2,1.4,8.9,4.8,0.83,2.553,0.915,35.8,0.91,200794
166,0.2,0.6,3.0,6.4,3.6,2.0,55.6,3.0,0.8,0.4,50.0,5,0,11.0,1.4,4.4,4.4,0.4,0.2,0.0,0.0,1.6,201580
167,1.7,0.33,2.7,8.0,5.333,2.333,43.8,1.67,1.333,1.0,75.0,3,0,21.7,0.3,6.7,3.0,0.0,3.333,1.0,30.0,0.33,203085
168,3.2,0.41,3.3,12.9,10.857,4.625,42.6,1.7,2.161,1.696,78.5,56,52,31.0,0.7,12.7,4.0,0.89,4.589,1.75,38.1,1.71,203115
169,0.8,0.36,3.4,10.2,6.362,3.0,47.2,2.53,0.957,0.809,84.4,47,4,18.7,1.5,8.2,4.9,0.51,3.362,1.383,41.1,0.94,203210
170,2.5,0.6,3.5,13.8,8.333,4.333,52.0,1.4,1.867,1.4,75.0,15,15,26.5,1.3,10.9,4.8,0.8,2.933,0.867,29.5,1.33,203932
171,8.7,0.65,8.0,36.2,18.167,10.317,56.8,2.65,4.983,4.25,85.3,60,60,35.3,2.9,26.2,10.9,1.38,3.333,1.35,40.5,3.12,203999
172,4.8,0.27,3.3,20.4,16.5,7.875,47.7,1.98,3.188,2.771,86.9,48,48,35.5,0.8,21.2,4.1,1.33,6.583,2.688,40.8,2.25,1627750
173,0.4,0.0,0.6,3.8,2.6,1.4,53.8,1.2,0.2,0.2,100.0,5,0,13.4,0.2,3.0,0.8,1.2,0.2,0.0,0.0,0.4,1627885
174,1.8,0.44,3.0,9.0,6.733,2.867,42.6,1.76,1.356,0.867,63.9,45,1,21.0,0.8,7.5,3.8,0.69,2.8,0.933,33.3,0.89,1628408
175,3.2,0.3,1.9,11.3,8.295,3.955,47.7,1.02,1.614,1.273,78.9,44,13,26.2,0.3,10.3,2.2,0.7,2.955,1.114,37.7,0.73,1628420
176,0.3,0.06,0.9,2.0,1.273,0.515,40.5,0.42,0.242,0.212,87.5,33,0,5.5,0.2,1.4,1.1,0.27,0.667,0.152,22.7,0.36,1628427
177,1.0,0.98,5.9,20.9,12.84,6.94,54.0,2.04,2.22,1.72,77.5,50,43,31.1,1.7,18.2,7.6,0.6,5.96,2.64,44.3,1.1,1629008
178,0.3,0.38,0.7,2.3,1.731,0.885,51.1,0.46,0.462,0.269,58.3,26,2,4.8,0.0,2.4,0.7,0.12,0.769,0.346,45.0,0.46,1629626
179,0.2,0.11,1.2,3.6,2.395,1.158,48.4,0.68,0.395,0.316,80.0,38,1,9.4,0.3,3.2,1.5,0.16,1.368,0.526,38.5,0.18,1630192
180,0.3,0.0,0.4,0.4,1.724,0.448,26.0,0.48,0.069,0.034,50.0,29,0,3.3,0.0,1.1,0.4,0.07,1.207,0.207,17.1,0.24,1630210
181,3.1,0.2,1.4,7.4,4.296,1.611,37.5,2.06,1.074,0.907,84.5,54,8,19.9,0.3,5.3,1.7,1.04,3.056,1.13,37.0,0.98,1630267
182,4.1,0.57,3.7,17.6,9.554,5.518,57.8,2.36,1.518,0.964,63.5,56,17,24.0,2.4,12.2,6.1,1.14,0.643,0.179,27.8,2.0,201152
